,verse ref,verse id,family 1,family 2,ms 1,ms 2,transription 1,transription 2,normalized transription 1,normalized transription 2,length 1,length 2,length min,length max,length average,levenshtein,damerau_levenshtein,ratcliff_obershelp,jaro,nw_matches,nw_mismatches,nw_gaps,nw_gap_extensions
10,Mark 6:20,24496,A,B,Arbache - Sinai ar. 72,Codex Sinaiticus Arabicus,لان هروذس كان يخاف يحنا لانه كان يعلم انه رجل صديق قديس ❊ وكان يحفظه ويسمع منه ويقبل كثير وباستلذاذ كان يسمع منه ❊,لان هرودس كان يخشا يحنا لانه راه رجل صديق ومقدس وكان يحفظه كثير ويعمل وببشاشه كان يطيعه ويسمع منه,لان هروذس كان يخاف يحنا لانه كان يعلم انه رجل صديق قديس وكان يحفظه ويسمع منه ويقبل كثير وباستلذاذ كان يسمع منه,لان هرودس كان يخشا يحنا لانه راه رجل صديق ومقدس وكان يحفظه كثير ويعمل وببشاشه كان يطيعه ويسمع منه,110,97,97,110,103.5,59.09090909090909,59.09090909090909,60.86956521739131,78.52767218109507,0,0,0,0
11,Matthew 16:1,23742,A,B,Arbache - Sinai ar. 72,Codex Sinaiticus Arabicus,فتقدموا اليه الفريسين والصدوقيين يجربوه ويسلوه ان يريهم علامه من السما ❊,فتقدموا اليه الاحبار والصدوقيين ليبلوه فسالوه ليوريهم ايه من السما,فتقدموا اليه الفريسين والصدوقيين يجربوه ويسلوه ان يريهم علامه من السما,فتقدموا اليه الاحبار والصدوقيين ليبلوه فسالوه ليوريهم ايه من السما,70,66,66,70,68.0,71.42857142857143,71.42857142857143,77.94117647058823,79.7077922077922,0,0,0,0
12,Matthew 16:2,23743,A,B,Arbache - Sinai ar. 72,Codex Sinaiticus Arabicus,اجاب فقال لهم اذا كان العشى تقولون صحوا لان الشمس مُحماره,اجاب فقال لهم اذا كان المسا تقولون هو صحوا قد احمارت السما,اجاب فقال لهم اذا كان العشا تقولون صحوا لان الشمس محماره,اجاب فقال لهم اذا كان المسا تقولون هو صحوا قد احمارت السما,56,58,56,58,57.0,68.96551724137932,68.96551724137932,77.19298245614034,85.15768376316043,0,0,0,0
13,Matthew 16:3,23744,A,B,Arbache - Sinai ar. 72,Codex Sinaiticus Arabicus,وبالغداه اليوم شتا لان السما مُحماره كمده ❊ اما وجه السما فتحسنوا تقضوا اما علامات الزمان فليس تستطيعوا ❊,وغدوه تقولون اليوم هو شتا قد احمارت السما متغيمه يا المرايين وجه السما تعرفون تفحصون وايات هذا الزمان ليس تعرفون تفرزون,وبالغداه اليوم شتا لان السما محماره كمده اما وجه السما فتحسنوا تقضوا اما علامات الزمان فليس تستطيعوا,وغدوه تقولون اليوم هو شتا قد احمارت السما متغيمه يا المرايين وجه السما تعرفون تفحصون وايات هذا الزمان ليس تعرفون تفرزون,100,119,100,119,109.5,47.05882352941176,47.05882352941176,59.3607305936073,69.81056608689987,0,0,0,0
14,Matthew 16:4,23745,A,B,Arbache - Sinai ar. 72,Codex Sinaiticus Arabicus,ان الجيل السو الفاسق يطلب علامه وليس يُعطا الا علامه يوناس النبى وتركهم ومضا ❊,يا الجيل السو ايه تلتمس وايه لا تعطا غير ايه يونان ثم تركهم وانطلق,ان الجيل السو الفاسق يطلب علامه وليس يعطا الا علامه يوناس النبا وتركهم ومضا,يا الجيل السو ايه تلتمس وايه لا تعطا غير ايه يونان ثم تركهم وانطلق,75,66,66,75,70.5,50.66666666666667,50.66666666666667,59.57446808510638,71.31313131313131,0,0,0,0
15,Luke 15:11,25668,A,B,Arbache - Sinai ar. 72,Codex Sinaiticus Arabicus,وانه قال انسان كان له ابنين,فقال لهم يسوع رجل كان له ابنين اثنين,وانه قال انسان كان له ابنين,فقال لهم يسوع رجل كان له ابنين اثنين,27,36,27,36,31.5,41.66666666666667,41.66666666666667,57.14285714285714,70.60185185185185,0,0,0,0
16,Luke 15:12,25669,A,B,Arbache - Sinai ar. 72,Codex Sinaiticus Arabicus,فقال الشاب منهم لابيه اعطينى ما يصير لى من قسم الغنا فقسم له ماله ❊,فقال الشاب منهم لابوه يابتاه اعطينى ما يصير لى من نصيبي فقسم لهم ماله,فقال الشاب منهم لابيه اعطينا ما يصير لا من قسم الغنا فقسم له ماله,فقال الشاب منهم لابوه يابتاه اعطينا ما يصير لا من نصيبا فقسم لهم ماله,65,69,65,69,67.0,76.81159420289855,76.81159420289855,86.56716417910447,83.428245944283,0,0,0,0
17,Luke 15:13,25670,A,B,Arbache - Sinai ar. 72,Codex Sinaiticus Arabicus,وبعد ايام قلايل جمع كل شى الابن الشاب وسافر الى بلده بعيده وهناك بذر ماله يعيش شاطر ❊,والى ايام قليل جمع كل شى ذاك الابن الشاب فانطلق الى بلاد بعيده وهنالك بدد كل شى ملك فى معيشه شاطره,وبعد ايام قلايل جمع كل شا الابن الشاب وسافر الا بلده بعيده وهناك بذر ماله يعيش شاطر,والا ايام قليل جمع كل شا ذاك الابن الشاب فانطلق الا بلاد بعيده وهنالك بدد كل شا ملك فا معيشه شاطره,83,98,83,98,90.5,67.3469387755102,67.3469387755102,76.24309392265194,75.18624156489905,0,0,0,0
18,Luke 15:14,25671,A,B,Arbache - Sinai ar. 72,Codex Sinaiticus Arabicus,فلما انفق كل ما كان له صار جوع شديد فى تلك البلده وبدا ينتقص ❊,فلما ان انفق كل شى كان معه صار جوع شديد فى تلك البلاد فبدا يعدم,فلما انفق كل ما كان له صار جوع شديد فا تلك البلده وبدا ينتقص,فلما ان انفق كل شا كان معه صار جوع شديد فا تلك البلاد فبدا يعدم,60,63,60,63,61.5,79.36507936507937,79.36507936507937,84.5528455284553,77.61255865029449,0,0,0,0
19,Luke 15:15,25672,A,B,Arbache - Sinai ar. 72,Codex Sinaiticus Arabicus,فذهب والتزق الى احد اشراف تلك البلده فارسله الى حقوله يرعا خنازير,ثم انه انطلق وانقطع الى احد اشراف مدن تلك البلاد فارسله الى ارضه ليرعا الخنازير,فذهب والتزق الا احد اشراف تلك البلده فارسله الا حقوله يرعا خنازير,ثم انه انطلق وانقطع الا احد اشراف مدن تلك البلاد فارسله الا ارضه ليرعا الخنازير,65,79,65,79,72.0,64.55696202531645,64.55696202531645,75.0,70.24046646964702,0,0,0,0
20,Luke 15:16,25673,A,B,Arbache - Sinai ar. 72,Codex Sinaiticus Arabicus,وكان يشتهى يملا بطنه من الخروب الذى كانت تاكل الخنازير ولم يكُن احد يعطيه,وكان يشتهى يشبع من الخروب الذى كانت تاكل الخنازير وليس احد كان يعطيه,وكان يشتها يملا بطنه من الخروب الذا كانت تاكل الخنازير ولم يكن احد يعطيه,وكان يشتها يشبع من الخروب الذا كانت تاكل الخنازير وليس احد كان يعطيه,72,68,68,72,70.0,79.16666666666666,79.16666666666666,87.14285714285714,84.00661974191385,0,0,0,0
21,Luke 15:17,25674,A,B,Arbache - Sinai ar. 72,Codex Sinaiticus Arabicus,فاقبل على نفسه يقول كيف اجرا ابي يفضلون الخبز وانا هاهنا اهلك جوعا ❊,فتفكر فى نفسه وقال كم اجرا فى بيت ابى يفضلون الخبز وانا هاهنا اهلك من الجوع,فاقبل علا نفسه يقول كيف اجرا ابا يفضلون الخبز وانا هاهنا اهلك جوعا,فتفكر فا نفسه وقال كم اجرا فا بيت ابا يفضلون الخبز وانا هاهنا اهلك من الجوع,66,75,66,75,70.5,69.33333333333334,69.33333333333334,78.01418439716312,77.95470837406322,0,0,0,0
22,Luke 15:18,25675,A,B,Arbache - Sinai ar. 72,Codex Sinaiticus Arabicus,اقوم وانصرف الى ابي واقول له يابتاه قد اخطيت فى السما وقدامك,اقوم وانصرف الى ابي فاقول له يابتاه قد اخطيت فى السما وبين ايديك,اقوم وانصرف الا ابا واقول له يابتاه قد اخطيت فا السما وقدامك,اقوم وانصرف الا ابا فاقول له يابتاه قد اخطيت فا السما وبين ايديك,60,64,60,64,62.0,87.5,87.5,90.32258064516128,87.37755847953217,0,0,0,0
23,Luke 15:19,25676,A,B,Arbache - Sinai ar. 72,Codex Sinaiticus Arabicus,وليست باهل ان ادعا لك ابنا اجعلنى كواحد من اجراك,ولست باهل ان اسما لك ابنا اجعلني كاحد اجراك,وليست باهل ان ادعا لك ابنا اجعلنا كواحد من اجراك,ولست باهل ان اسما لك ابنا اجعلنا كاحد اجراك,48,43,43,48,45.5,85.41666666666666,85.41666666666666,90.10989010989012,85.05191592613602,0,0,0,0
24,Luke 15:20,25677,A,B,Arbache - Sinai ar. 72,Codex Sinaiticus Arabicus,فقام وجا الى ابيه ❊ فبين ان هو بعيد ابصره ابوه فتحنن عليه فاحضر وسقط على عنقه وقبله,فقام وجا الى ابوه واذ هو بعيد نظر اليه ابوه فرف؟[Kashouh: فرق] عليه وجرا فتعلق برقبته فقبله,فقام وجا الا ابيه فبين ان هو بعيد ابصره ابوه فتحنن عليه فاحضر وسقط علا عنقه وقبله,فقام وجا الا ابوه واذ هو بعيد نظر اليه ابوه فرف عليه وجرا فتعلق برقبته فقبله,81,76,76,81,78.5,58.0246913580247,58.0246913580247,67.51592356687898,79.59479729358407,0,0,0,0
25,Mark 13:5,24791,A,B,Arbache - Sinai ar. 72,Codex Sinaiticus Arabicus,اجاب يسوع وبدا يقول لهم انظروا ان لا يطغيكم احدا,عند ذلك بدا يسوع يقول لهم انظروا ان لا يطغيكم احد,اجاب يسوع وبدا يقول لهم انظروا ان لا يطغيكم احدا,عند ذلك بدا يسوع يقول لهم انظروا ان لا يطغيكم احد,48,49,48,49,48.5,69.38775510204081,69.38775510204081,80.41237113402062,80.35714285714285,0,0,0,0
26,Mark 13:6,24792,A,B,Arbache - Sinai ar. 72,Codex Sinaiticus Arabicus,لان كثيرين ياتون على اسمى قايلين اني انا هو فيطغون كثيرين ❊,فانهم ساياتون كثيرين على اسمى فيقولون انا هو ولكثير يطغون,لان كثيرين ياتون علا اسما قايلين انا انا هو فيطغون كثيرين,فانهم ساياتون كثيرين علا اسما فيقولون انا هو ولكثير يطغون,57,57,57,57,57.0,45.614035087719294,45.614035087719294,61.40350877192983,76.47953216374269,0,0,0,0
27,Mark 13:7,24793,A,B,Arbache - Sinai ar. 72,Codex Sinaiticus Arabicus,فاذا سمعتم بحِروب واخبار حِروب فلا ترهبوا لان ذلك ينبغى ان يكون ولكن ليس هو الانقضا ❊,فاذا سمعتم قتال او سماع القتال فلا تخافون فانه لا بد من ان يكون ᐥ ولكن ليس هو الانقضا,فاذا سمعتم بحروب واخبار حروب فلا ترهبوا لان ذلك ينبغا ان يكون ولكن ليس هو الانقضا,فاذا سمعتم قتال او سماع القتال فلا تخافون فانه لا بد من ان يكون ولكن ليس هو الانقضا,81,83,81,83,82.0,65.06024096385542,65.06024096385542,65.85365853658537,72.61317647131736,0,0,0,0
28,Mark 13:8,24794,A,B,Arbache - Sinai ar. 72,Codex Sinaiticus Arabicus,تقوم امه على امه وملك على ملك ويكون زلازل فى اماكن اماكن ويكون جوع واستجاس وهذا كله ابتدا التمخض ❊,تقوم اُمه على اُمه وملك على ملك وتكون زلازل فى اماكن وجوع وسجس هذا اول المخاض ᐥ,تقوم امه علا امه وملك علا ملك ويكون زلازل فا اماكن اماكن ويكون جوع واستجاس وهذا كله ابتدا التمخض,تقوم امه علا امه وملك علا ملك وتكون زلازل فا اماكن وجوع وسجس هذا اول المخاض,96,75,75,96,85.5,72.91666666666666,72.91666666666666,83.04093567251462,86.96171171171171,0,0,0,0
29,Mark 13:9,24795,A,B,Arbache - Sinai ar. 72,Codex Sinaiticus Arabicus,انظروا وانتم لانفسكم انهم يسلموكم للشيع وفى المجامع تُضربوا وتقفوا بين يدى قواد وملوك من اجلى شهاده لهم ❊,انظروا انتم لانفسكم فانهم سايسلمونكم لجماعاتهم وفى الجماعات تضربون وقدام الملوك والسلاطين تقدموا منجلي للشهاده عليهم,انظروا وانتم لانفسكم انهم يسلموكم للشيع وفا المجامع تضربوا وتقفوا بين يدا قواد وملوك من اجلا شهاده لهم,انظروا انتم لانفسكم فانهم سايسلمونكم لجماعاتهم وفا الجماعات تضربون وقدام الملوك والسلاطين تقدموا منجلا للشهاده عليهم,102,116,102,116,109.0,59.48275862068966,60.3448275862069,71.55963302752293,77.11653203326098,0,0,0,0
30,Mark 13:10,24796,A,B,Arbache - Sinai ar. 72,Codex Sinaiticus Arabicus,وفى كل الامم اولا ينبغى ان يكرز الانجيل,وقبل كل شى لا بد ان يشاع هذا الانجيل فى جميع الامم,وفا كل الامم اولا ينبغا ان يكرز الانجيل,وقبل كل شا لا بد ان يشاع هذا الانجيل فا جميع الامم,39,50,39,50,44.5,36.0,36.0,53.93258426966292,63.418803418803414,0,0,0,0
31,Mark 13:11,24797,A,B,Arbache - Sinai ar. 72,Codex Sinaiticus Arabicus,فاذا اتوا بكم ليسلمونكم فلا تبدوا تهتموا ما تتكلموا او ما تتلوا ولكن الذى اعطيكم فى تلك الساعه اياه تكلموا لانكم ليس انتم المتكلمين ولكن روح القُدس ❊,فاذا قربوكم واسلموكم فلا تهتموا ماذا تتعلموا ولا ماذا تقولوا ولكن الذى تعطون فى تلك الساعه اياه تكلموا ليس انتم الذين تتكلمون بل روح القدس ᐥ,فاذا اتوا بكم ليسلمونكم فلا تبدوا تهتموا ما تتكلموا او ما تتلوا ولكن الذا اعطيكم فا تلك الساعه اياه تكلموا لانكم ليس انتم المتكلمين ولكن روح القدس,فاذا قربوكم واسلموكم فلا تهتموا ماذا تتعلموا ولا ماذا تقولوا ولكن الذا تعطون فا تلك الساعه اياه تكلموا ليس انتم الذين تتكلمون بل روح القدس,146,138,138,146,142.0,69.86301369863014,69.86301369863014,80.28169014084507,78.50099368837272,0,0,0,0
32,Matthew 7:15,23400,A,B,Arbache - Sinai ar. 72,Codex Sinaiticus Arabicus,احذروا من الانبيا الكذبه الذين ياتونكم بلباس خُرفان وهم من داخل ذياب خاطفه,احتفظوا من الانبيا الكذبه التى تاتيكم بلباس الخراف وهم من داخل ذياب خاطفه ᐥ,احذروا من الانبيا الكذبه الذين ياتونكم بلباس خرفان وهم من داخل ذياب خاطفه,احتفظوا من الانبيا الكذبه التا تاتيكم بلباس الخراف وهم من داخل ذياب خاطفه,73,73,73,73,73.0,82.1917808219178,82.1917808219178,86.3013698630137,83.20688443976115,0,0,0,0
33,Matthew 7:16,23401,A,B,Arbache - Sinai ar. 72,Codex Sinaiticus Arabicus,فاعرفوهم من ثمارهم ❊ هل تجمعوا من الشوك عنب او من الحسك تين ❊,ومن اثمارهم تعرفونهم لعل يقطف من الشوك عنبا ᐥ او من الحسك تينا ᐥ,فاعرفوهم من ثمارهم هل تجمعوا من الشوك عنب او من الحسك تين,ومن اثمارهم تعرفونهم لعل يقطف من الشوك عنبا او من الحسك تينا,57,60,57,60,58.5,58.333333333333336,58.333333333333336,73.50427350427351,81.0233918128655,0,0,0,0
34,Matthew 7:17,23402,A,B,Arbache - Sinai ar. 72,Codex Sinaiticus Arabicus,هكذا كل شجره صالحه تصنع ثمره طيبه ❊ والشجره الشريره تصنع ثمره شريره ❊,كذلك كل شجره طيبه اثمار طيبه تخرج ᐥ وكل شجره سو ᐥ اثمار سو تخرج,هكذا كل شجره صالحه تصنع ثمره طيبه والشجره الشريره تصنع ثمره شريره,كذلك كل شجره طيبه اثمار طيبه تخرج وكل شجره سو اثمار سو تخرج,65,59,59,65,62.0,41.53846153846154,41.53846153846154,55.64516129032258,67.33206734312112,0,0,0,0
35,Matthew 7:18,23403,A,B,Arbache - Sinai ar. 72,Codex Sinaiticus Arabicus,ليس تستطيع شجره صالحه تصنع ثمار سو ❊ ولا شجره سو تصنع ثمره صالحه ❊,وشجره طيبه لا تستطيع تخرج اثمار سو ولا شجره سو تخرج اثمار طيبه ᐥ,ليس تستطيع شجره صالحه تصنع ثمار سو ولا شجره سو تصنع ثمره صالحه,وشجره طيبه لا تستطيع تخرج اثمار سو ولا شجره سو تخرج اثمار طيبه,62,62,62,62,62.0,46.774193548387096,46.774193548387096,60.483870967741936,68.97401433691756,0,0,0,0
36,Matthew 7:19,23404,A,B,Arbache - Sinai ar. 72,Codex Sinaiticus Arabicus,وكل شجره لا تصنع ثمره طيبه فانها تقطع وفى النار تُلقا ❊,وكل شجره لا تخرج اثمار طيبه تقطع وتلقا فى النار ᐥ,وكل شجره لا تصنع ثمره طيبه فانها تقطع وفا النار تلقا,وكل شجره لا تخرج اثمار طيبه تقطع وتلقا فا النار,52,47,47,52,49.5,59.61538461538461,59.61538461538461,74.74747474747475,83.27443832762982,0,0,0,0
37,Matthew 7:20,23405,A,B,Arbache - Sinai ar. 72,Codex Sinaiticus Arabicus,من ثمارهم تعرفوهم,اذن من اثمارهم تعرفونهم ᐥ,من ثمارهم تعرفوهم,اذن من اثمارهم تعرفونهم,17,23,17,23,20.0,73.91304347826086,73.91304347826086,85.0,83.46121057118498,0,0,0,0
38,Luke 8:9,25323,A,B,Arbache - Sinai ar. 72,Codex Sinaiticus Arabicus,فسايلوه تلاميذه قايلين ما هذا المثل,فسالوه تلاميذه ما هذا المثل,فسايلوه تلاميذه قايلين ما هذا المثل,فسالوه تلاميذه ما هذا المثل,35,27,27,35,31.0,77.14285714285715,77.14285714285715,87.09677419354838,80.03527336860671,0,0,0,0
39,Luke 8:10,25324,A,B,Arbache - Sinai ar. 72,Codex Sinaiticus Arabicus,وانه قال لكم اعطى علم سراير الله فاما للبقيه فبمثل لكى يبصروا ولا يبصروا ❊ ويسمعوا ولا يسمعوا ولا يفهموا ❊,فقال لهم لكم اعطى ان تعرفون سراير ملكوت الله واما للباقيين فبامثال لكيما الذين يروا لا يبصرون والذى يسمعون لا يفهمون,وانه قال لكم اعطا علم سراير الله فاما للبقيه فبمثل لكا يبصروا ولا يبصروا ويسمعوا ولا يسمعوا ولا يفهموا,فقال لهم لكم اعطا ان تعرفون سراير ملكوت الله واما للباقيين فبامثال لكيما الذين يروا لا يبصرون والذا يسمعون لا يفهمون,102,116,102,116,109.0,58.620689655172406,58.620689655172406,72.47706422018348,76.41477764729606,0,0,0,0
40,Luke 8:11,25325,A,B,Arbache - Sinai ar. 72,Codex Sinaiticus Arabicus,هذا هو المثل ان الزرع هو كلمه الله,ان هذا المثل هو هذا الزرع هو كلام الله,هذا هو المثل ان الزرع هو كلمه الله,ان هذا المثل هو هذا الزرع هو كلام الله,34,38,34,38,36.0,65.78947368421053,65.78947368421053,80.55555555555556,85.21671826625386,0,0,0,0
41,Luke 8:12,25326,A,B,Arbache - Sinai ar. 72,Codex Sinaiticus Arabicus,والذين على الطريق هم الذين يسمعون الكلمه فياتي الشيطان فياخذ الكلمه من قلوبهم لكى لا يومنوا فيخلصوا ❊,فالذى وقع على حد الطريق هم الذين يسمعون فياتى الشيطان فياخذ الكلمه من قلوبهم لكيما لا يامنوا فيخلصوا,والذين علا الطريق هم الذين يسمعون الكلمه فياتا الشيطان فياخذ الكلمه من قلوبهم لكا لا يومنوا فيخلصوا,فالذا وقع علا حد الطريق هم الذين يسمعون فياتا الشيطان فياخذ الكلمه من قلوبهم لكيما لا يامنوا فيخلصوا,99,100,99,100,99.5,81.0,81.0,88.44221105527639,80.23427826653634,0,0,0,0
42,Luke 8:13,25327,A,B,Arbache - Sinai ar. 72,Codex Sinaiticus Arabicus,واما الذى على الصخر فهم الذين سمعوا قبلوا الكلمه بفرح وليس لهاولى ثبات الذين يومنون الى زمن وفى زمن البلايا يبتعدوا ❊,والذى على الصفا هم الذين اذا سمعوا الكلمه يقبلوها بفرح وهولاى ليس لهم اصل الا انهم لزمان يامنوا وفى زمان التجارب يتباعدوا,واما الذا علا الصخر فهم الذين سمعوا قبلوا الكلمه بفرح وليس لهاولا ثبات الذين يومنون الا زمن وفا زمن البلايا يبتعدوا,والذا علا الصفا هم الذين اذا سمعوا الكلمه يقبلوها بفرح وهولاا ليس لهم اصل الا انهم لزمان يامنوا وفا زمان التجارب يتباعدوا,115,121,115,121,118.0,54.54545454545454,54.54545454545454,66.10169491525424,80.19221641092523,0,0,0,0
43,Luke 8:14,25328,A,B,Arbache - Sinai ar. 72,Codex Sinaiticus Arabicus,فاما الذى سقط فى الشوك هم هاولى الذين اذا سمعوا الكلمه وهم فى هموم وغنا ولذات الدنيا ذاهبين يختنقوا ولا تنموا ثمرتهم ❊,والذى وقع فى الشوك هم الذين يسمعون الكلمه وفتنه الهموم والغنا وشهوات العالم ينطلقوا فيخنقوهم فلا يكملوا ثمراتهم,فاما الذا سقط فا الشوك هم هاولا الذين اذا سمعوا الكلمه وهم فا هموم وغنا ولذات الدنيا ذاهبين يختنقوا ولا تنموا ثمرتهم,والذا وقع فا الشوك هم الذين يسمعون الكلمه وفتنه الهموم والغنا وشهوات العالم ينطلقوا فيخنقوهم فلا يكملوا ثمراتهم,116,111,111,116,113.5,57.758620689655174,57.758620689655174,69.16299559471366,75.44749182680218,0,0,0,0
44,Luke 8:15,25329,A,B,Arbache - Sinai ar. 72,Codex Sinaiticus Arabicus,فاما الذى فى الارض الصالحه هم هاولى الذين يسمعوا بقلب طيب صلح الكلمه فيحفظوها ويثمروا بالصبر ❊,والذى فى الارض الطيبه هم هاولاي الذين بقلب صلح وخير يسمعون الكلمه فيمسكونها ويقربون بصبر هم ثمرات طيبه ᐥ,فاما الذا فا الارض الصالحه هم هاولا الذين يسمعوا بقلب طيب صلح الكلمه فيحفظوها ويثمروا بالصبر,والذا فا الارض الطيبه هم هاولاا الذين بقلب صلح وخير يسمعون الكلمه فيمسكونها ويقربون بصبر هم ثمرات طيبه,92,102,92,102,97.0,50.0,50.0,63.91752577319587,72.83763142938335,0,0,0,0
45,John 6:30,26356,A,B,Arbache - Sinai ar. 72,Codex Sinaiticus Arabicus,فقالوا له اي علامه تصنع انت حتى نرا ونومن ماذا تصنع,فقالوا له اى ايه تصنع انت لنرا فنومن بك ماذا تعمل,فقالوا له اا علامه تصنع انت حتا نرا ونومن ماذا تصنع,فقالوا له اا ايه تصنع انت لنرا فنومن بك ماذا تعمل,51,49,49,51,50.0,72.54901960784314,72.54901960784314,82.0,80.65983969345315,0,0,0,0
